,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,price_predict,carat_log
222,0.81,Ideal,H,SI1,61.4,56.0,6.0,6.05,3.7,3282.430178959913,4018.073712691798,-0.21072103131565253
223,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,2885.277004269015,3551.4260277554226,-0.2876820724517809
224,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,1006.2848951620792,829.3145322932346,-0.916290731874155
225,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,766.3879710269738,362.6668473568593,-1.0788096613719298
226,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,804.5336310506847,440.4414615129217,-1.0498221244986778
227,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,7159.143890621413,7751.255192182799,0.25464221837358075
228,1.7,Premium,G,SI1,61.7,58.0,7.69,7.6,4.72,11368.637995208068,10940.014372581361,0.5306282510621704
229,1.01,Premium,F,SI1,62.7,54.0,6.42,6.37,4.01,4751.031285514873,5573.565995813048,0.009950330853168092
230,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,1318.5086343930957,1373.7368313856723,-0.7550225842780328
231,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,2632.0923079581053,3240.327571131172,-0.342490308946776
232,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,4751.031285514873,5573.565995813048,0.009950330853168092
233,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,4063.180116596073,4873.594468408485,-0.08338160893905101
234,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,621.3865913129209,51.56839073260926,-1.2039728043259361
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2570.2674977629886,3162.5529569751097,-0.35667494393873245
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,4751.031285514873,5573.565995813048,0.009950330853168092
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,9217.680181288046,9384.522089460112,0.4054651081081644
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,3916.2557342213877,4718.04524009636,-0.10536051565782628
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,398.1051832867656,-492.85390835982844,-1.4696759700589417
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,457.80269838091414,-337.30468004770273,-1.3862943611198906
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,804.5336310506847,440.4414615129217,-1.0498221244986778
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2757.5128435314978,3395.8767994432974,-0.31471074483970024
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1006.2848951620792,829.3145322932346,-0.916290731874155
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,621.3865913129209,51.56839073260926,-1.2039728043259361
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,4751.031285514873,5573.565995813048,0.009950330853168092
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1511.9022891473296,1684.835288009922,-0.6733445532637656
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,11593.649525334404,11095.563600893487,0.5423242908253617
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1511.9022891473296,1684.835288009922,-0.6733445532637656
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,2570.2674977629886,3162.5529569751097,-0.35667494393873245
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1561.9068580492603,1762.6099021659852,-0.6539264674066639
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,4751.031285514873,5573.565995813048,0.009950330853168092
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4751.031285514873,5573.565995813048,0.009950330853168092
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,6700.27667903851,7362.382121402486,0.2151113796169455
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,4751.031285514873,5573.565995813048,0.009950330853168092
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5070.530149868527,5884.664452437299,0.04879016416943205
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3916.2557342213877,4718.04524009636,-0.10536051565782628
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,1768.4256633686064,2073.7083587902353,-0.579818495252942
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3214.808256240549,3940.2990985357355,-0.2231435513142097
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,621.3865913129209,51.56839073260926,-1.2039728043259361
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,2950.0315231008713,3629.200641911485,-0.2744368457017603
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6430.867017572213,7129.058278934299,0.1906203596086497
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,9320.885344580247,9462.296703616174,0.412109650826833
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,6430.867017572213,7129.058278934299,0.1906203596086497
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2570.2674977629886,3162.5529569751097,-0.35667494393873245
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1612.5654587464296,1840.3845163220476,-0.6348782724359695
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1271.838458706381,1295.9622172296095,-0.7765287894989963
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1048.7956305905404,907.0891464492965,-0.8915981192837836
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,883.0491209618087,595.990689825047,-0.9942522733438669
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1875.5313480233458,2229.257587102359,-0.5447271754416722
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2694.5083150836263,3318.1021852872345,-0.3285040669720361
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9217.680181288046,9384.522089460112,0.4054651081081644
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7346.109253546874,7906.804420494924,0.2700271372130602
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,4672.470742601347,5495.791381656985,0.0
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1048.7956305905404,907.0891464492965,-0.8915981192837836
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,923.4056669432248,673.7653039811094,-0.9675840262617056
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,804.5336310506847,440.4414615129217,-1.0498221244986778
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,621.3865913129209,51.56839073260926,-1.2039728043259361
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5734.42416173472,6506.861365685798,0.12221763272424911
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,883.0491209618087,595.990689825047,-0.9942522733438669
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,964.486283295726,751.5399181371722,-0.941608539858445
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1462.5558840840129,1607.0606738538595,-0.6931471805599453
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,656.4845266114595,129.3430048886721,-1.171182981502945
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11593.649525334404,11095.563600893487,0.5423242908253617
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6974.126981290285,7595.705963870674,0.23901690047049992
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,4672.470742601347,5495.791381656985,0.0
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,10163.107496863893,10084.493616864675,0.4637340162321402
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,923.4056669432248,673.7653039811094,-0.9675840262617056
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,20119.891632831503,16306.462749349677,0.8712933659434193
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4751.031285514873,5573.565995813048,0.009950330853168092
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,15557.88752681265,13662.125868043548,0.7178397931503168
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2570.2674977629886,3162.5529569751097,-0.35667494393873245
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,4751.031285514873,5573.565995813048,0.009950330853168092
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,9738.324731924245,9773.395160240425,0.4382549309311553
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,728.9929808348528,284.8922332007969,-1.1086626245216111
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9320.885344580247,9462.296703616174,0.412109650826833
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,488.90109568868417,-259.5300658916408,-1.3470736479666092
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,4751.031285514873,5573.565995813048,0.009950330853168092
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1092.0128089311283,984.8637606053594,-0.8675005677047231
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,4909.732711315087,5729.115224125173,0.02955880224154443
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,9949.80201731575,9928.944388552549,0.45107561936021673
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,4751.031285514873,5573.565995813048,0.009950330853168092
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,21841.245452438117,17239.758119222424,0.9202827531436925
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2570.2674977629886,3162.5529569751097,-0.35667494393873245
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4287.638603230315,5106.918310876672,-0.05129329438755058
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,692.3559648221893,207.11761904473406,-1.1394342831883648
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,6791.068424714163,7440.1567355585485,0.22314355131420976
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,18319.93526739839,15295.392765320861,0.8153648132841944
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,553.5446880262255,-103.98083757951508,-1.2729656758128873
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,9424.55336677496,9540.071317772235,0.41871033485818504
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1006.2848951620792,829.3145322932346,-0.916290731874155
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,11368.637995208068,10940.014372581361,0.5306282510621704
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,15052.560046322867,13351.027411419298,0.6981347220709843
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,621.3865913129209,51.56839073260926,-1.2039728043259361
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1715.8287424954092,1995.9337446341726,-0.5978370007556204
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,728.9929808348528,284.8922332007969,-1.1086626245216111
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,5991.815728777554,6740.1852081539855,0.14842000511827322
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,9320.885344580247,9462.296703616174,0.412109650826833
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,587.0704301742494,-26.20622342345314,-1.2378743560016174
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,2570.2674977629886,3162.5529569751097,-0.35667494393873245
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,964.486283295726,751.5399181371722,-0.941608539858445
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1561.9068580492603,1762.6099021659852,-0.6539264674066639
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,17113.94403011305,14595.4212379163,0.7747271675523681
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,7918.600048331525,8373.452105431299,0.3148107398400336
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,621.3865913129209,51.56839073260926,-1.2039728043259361
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,5151.710788296554,5962.439066593361,0.058268908123975824
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,692.3559648221893,207.11761904473406,-1.1394342831883648
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,692.3559648221893,207.11761904473406,-1.1394342831883648
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,314.98279509071574,-726.1777508280161,-1.6094379124341003
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2570.2674977629886,3162.5529569751097,-0.35667494393873245
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1612.5654587464296,1840.3845163220476,-0.6348782724359695
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,2632.0923079581053,3240.327571131172,-0.342490308946776
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,5991.815728777554,6740.1852081539855,0.14842000511827322
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,4751.031285514873,5573.565995813048,0.009950330853168092
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1006.2848951620792,829.3145322932346,-0.916290731874155
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,9320.885344580247,9462.296703616174,0.412109650826833
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,4989.870251333483,5806.889838281236,0.03922071315328133
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,883.0491209618087,595.990689825047,-0.9942522733438669
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,883.0491209618087,595.990689825047,-0.9942522733438669
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2211.890174113429,2695.9052720387353,-0.4462871026284195
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,15052.560046322867,13351.027411419298,0.6981347220709843
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,7159.143890621413,7751.255192182799,0.25464221837358075
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,4751.031285514873,5573.565995813048,0.009950330853168092
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,15052.560046322867,13351.027411419298,0.6981347220709843
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,1511.9022891473296,1684.835288009922,-0.6733445532637656
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1612.5654587464296,1840.3845163220476,-0.6348782724359695
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,4751.031285514873,5573.565995813048,0.009950330853168092
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,656.4845266114595,129.3430048886721,-1.171182981502945
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,843.4229357517228,518.2160756689846,-1.0216512475319814
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,656.4845266114595,129.3430048886721,-1.171182981502945
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3015.3643334630774,3706.975256067548,-0.2613647641344075
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9217.680181288046,9384.522089460112,0.4054651081081644
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,1225.8488459735945,1218.187603073547,-0.7985076962177716
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1821.6610834748358,2151.482972946297,-0.5621189181535413
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,4751.031285514873,5573.565995813048,0.009950330853168092
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,2632.0923079581053,3240.327571131172,-0.342490308946776
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,2694.5083150836263,3318.1021852872345,-0.3285040669720361
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,1715.8287424954092,1995.9337446341726,-0.5978370007556204
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4751.031285514873,5573.565995813048,0.009950330853168092
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,692.3559648221893,207.11761904473406,-1.1394342831883648
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,4212.278713662544,5029.14369672061,-0.06187540371808753
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,5734.42416173472,6506.861365685798,0.12221763272424911
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,1985.162207714739,2384.806815414485,-0.5108256237659907
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,4751.031285514873,5573.565995813048,0.009950330853168092
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1561.9068580492603,1762.6099021659852,-0.6539264674066639
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,621.3865913129209,51.56839073260926,-1.2039728043259361
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,1092.0128089311283,984.8637606053594,-0.8675005677047231
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,728.9929808348528,284.8922332007969,-1.1086626245216111
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,728.9929808348528,284.8922332007969,-1.1086626245216111
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1561.9068580492603,1762.6099021659852,-0.6539264674066639
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,5233.410568281698,6040.2136807494235,0.06765864847381486
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1135.9309301583232,1062.6383747614223,-0.843970070294529
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1511.9022891473296,1684.835288009922,-0.6733445532637656
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,621.3865913129209,51.56839073260926,-1.2039728043259361
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,656.4845266114595,129.3430048886721,-1.171182981502945
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,1006.2848951620792,829.3145322932346,-0.916290731874155
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,2570.2674977629886,3162.5529569751097,-0.35667494393873245
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,6342.056693904903,7051.283664778235,0.1823215567939546
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,728.9929808348528,284.8922332007969,-1.1086626245216111
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2821.1032664628606,3473.6514135993602,-0.3011050927839216
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1092.0128089311283,984.8637606053594,-0.8675005677047231
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,1048.7956305905404,907.0891464492965,-0.8915981192837836
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,964.486283295726,751.5399181371722,-0.941608539858445
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9217.680181288046,9384.522089460112,0.4054651081081644
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,728.9929808348528,284.8922332007969,-1.1086626245216111
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4672.470742601347,5495.791381656985,0.0
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,6609.978328705421,7284.607507246423,0.20701416938432612
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,2632.0923079581053,3240.327571131172,-0.342490308946776
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1462.5558840840129,1607.0606738538595,-0.6931471805599453
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,843.4229357517228,518.2160756689846,-1.0216512475319814
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,766.3879710269738,362.6668473568593,-1.0788096613719298
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,2694.5083150836263,3318.1021852872345,-0.3285040669720361
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,6700.27667903851,7362.382121402486,0.2151113796169455
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1135.9309301583232,1062.6383747614223,-0.843970070294529
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,3916.2557342213877,4718.04524009636,-0.10536051565782628
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,5565.369822768381,6351.312137373674,0.10436001532424286
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1561.9068580492603,1762.6099021659852,-0.6539264674066639
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5070.530149868527,5884.664452437299,0.04879016416943205
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,1006.2848951620792,829.3145322932346,-0.916290731874155
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,656.4845266114595,129.3430048886721,-1.171182981502945
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1135.9309301583232,1062.6383747614223,-0.843970070294529
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,1663.8740631244978,1918.15913047811,-0.616186139423817
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,2270.1086706296837,2773.6798861947973,-0.4307829160924542
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2632.0923079581053,3240.327571131172,-0.342490308946776
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,656.4845266114595,129.3430048886721,-1.171182981502945
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1511.9022891473296,1684.835288009922,-0.6733445532637656
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1985.162207714739,2384.806815414485,-0.5108256237659907
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1561.9068580492603,1762.6099021659852,-0.6539264674066639
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,9633.274037397745,9695.620546084361,0.43178241642553783
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,621.3865913129209,51.56839073260926,-1.2039728043259361
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,2570.2674977629886,3162.5529569751097,-0.35667494393873245
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,3916.2557342213877,4718.04524009636,-0.10536051565782628
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,4751.031285514873,5573.565995813048,0.009950330853168092
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,9843.834377293117,9851.169774396487,0.44468582126144574
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,656.4845266114595,129.3430048886721,-1.171182981502945
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,964.486283295726,751.5399181371722,-0.941608539858445
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,4909.732711315087,5729.115224125173,0.02955880224154443
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,2570.2674977629886,3162.5529569751097,-0.35667494393873245
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,5070.530149868527,5884.664452437299,0.04879016416943205
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1612.5654587464296,1840.3845163220476,-0.6348782724359695
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,4672.470742601347,5495.791381656985,0.0
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1612.5654587464296,1840.3845163220476,-0.6348782724359695
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,4672.470742601347,5495.791381656985,0.0
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,15178.2608243069,13428.802025575362,0.7030975114131134
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,5315.627911333783,6117.988294905486,0.0769610411361284
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3015.3643334630774,3706.975256067548,-0.2613647641344075
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,728.9929808348528,284.8922332007969,-1.1086626245216111
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1048.7956305905404,907.0891464492965,-0.8915981192837836
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,621.3865913129209,51.56839073260926,-1.2039728043259361
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4751.031285514873,5573.565995813048,0.009950330853168092
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,2821.1032664628606,3473.6514135993602,-0.3011050927839216
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1715.8287424954092,1995.9337446341726,-0.5978370007556204
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1511.9022891473296,1684.835288009922,-0.6733445532637656
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,4672.470742601347,5495.791381656985,0.0
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,1715.8287424954092,1995.9337446341726,-0.5978370007556204
