,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,price_predict
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,3640.771400511355,3629.200641911485
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,7132.091861575503,7129.058278934299
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,9459.638835618269,9462.296703616174
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,7132.091861575503,7129.058278934299
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,3175.2620057028016,3162.5529569751097
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1856.3187204119013,1840.3845163220476
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1313.2244264685896,1295.9622172296095
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,925.2999307947948,907.0891464492965
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,614.9603342557598,595.990689825047
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,2244.243216085695,2229.257587102359
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,3330.4318039723194,3318.1021852872345
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9382.05393648351,9384.522089460112
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7907.940852923092,7906.804420494924
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5502.808979745567,5495.791381656985
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,925.2999307947948,907.0891464492965
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,692.5452333905187,673.7653039811094
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,459.79053598624205,440.4414615129217
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,71.8660403124477,51.56839073260926
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,6511.412668497432,6506.861365685798
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,614.9603342557598,595.990689825047
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,770.1301325252775,751.5399181371722
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1623.5640230076247,1607.0606738538595
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,149.45093944720657,129.3430048886721
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11088.921717448204,11095.563600893487
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,7597.601256384055,7595.705963870674
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5502.808979745567,5495.791381656985
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,10080.31802869634,10084.493616864675
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,692.5452333905187,673.7653039811094
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,16287.10995947705,16306.462749349677
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,5580.393878880326,5573.565995813048
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,149.45093944720657,129.3430048886721
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,13649.223388895243,13662.125868043548
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,3175.2620057028016,3162.5529569751097
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,5580.393878880326,5573.565995813048
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,9769.978432157302,9773.395160240425
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,304.6207377167243,284.8922332007969
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,9459.638835618269,9462.296703616174
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,-238.47355622658756,-259.5300658916408
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5580.393878880326,5573.565995813048
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1002.8848299295537,984.8637606053594
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,5735.563677149844,5729.115224125173
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,9925.148230426821,9928.944388552549
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5580.393878880326,5573.565995813048
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,17218.12874909415,17239.758119222424
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3175.2620057028016,3162.5529569751097
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5114.884484071772,5106.918310876672
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,227.03583858196544,207.11761904473406
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,7442.431458114538,7440.1567355585485
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,15278.506270725182,15295.392765320861
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,-83.30375795706959,-103.98083757951508
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,9537.223734753028,9540.071317772235
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,847.7150316600364,829.3145322932346
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,10933.751919178685,10940.014372581361
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,13338.88379235621,13351.027411419298
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,71.8660403124477,51.56839073260926
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,2011.488518681419,1995.9337446341726
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,304.6207377167243,284.8922332007969
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,6744.167365901708,6740.1852081539855
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,9459.638835618269,9462.296703616174
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,-5.7188588223111765,-26.20622342345314
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3175.2620057028016,3162.5529569751097
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,770.1301325252775,751.5399181371722
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1778.7338212771424,1762.6099021659852
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,14580.242178512352,14595.4212379163
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,8373.450247731646,8373.452105431299
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,71.8660403124477,51.56839073260926
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,5968.31837455412,5962.439066593361
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,227.03583858196544,207.11761904473406
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,227.03583858196544,207.11761904473406
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,-703.9829510351406,-726.1777508280161
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,3175.2620057028016,3162.5529569751097
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1856.3187204119013,1840.3845163220476
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3252.84690483756,3240.327571131172
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,6744.167365901708,6740.1852081539855
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5580.393878880326,5573.565995813048
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,847.7150316600364,829.3145322932346
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,9459.638835618269,9462.296703616174
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,5813.148576284602,5806.889838281236
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,614.9603342557598,595.990689825047
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,614.9603342557598,595.990689825047
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2709.7526108942484,2695.9052720387353
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13338.88379235621,13351.027411419298
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,7752.771054653574,7751.255192182799
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,5580.393878880326,5573.565995813048
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,13338.88379235621,13351.027411419298
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,1701.1489221423835,1684.835288009922
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1856.3187204119013,1840.3845163220476
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5580.393878880326,5573.565995813048
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,149.45093944720657,129.3430048886721
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,537.3754351210009,518.2160756689846
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,149.45093944720657,129.3430048886721
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3718.3562996461133,3706.975256067548
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9382.05393648351,9384.522089460112
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,1235.6395273338303,1218.187603073547
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,2166.658316950936,2151.482972946297
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,5580.393878880326,5573.565995813048
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,3252.84690483756,3240.327571131172
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,3330.4318039723194,3318.1021852872345
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,2011.488518681419,1995.9337446341726
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,5580.393878880326,5573.565995813048
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,227.03583858196544,207.11761904473406
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,5037.299584937014,5029.14369672061
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,6511.412668497432,6506.861365685798
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2399.413014355213,2384.806815414485
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5580.393878880326,5573.565995813048
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1778.7338212771424,1762.6099021659852
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,71.8660403124477,51.56839073260926
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,1002.8848299295537,984.8637606053594
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,304.6207377167243,284.8922332007969
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,304.6207377167243,284.8922332007969
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1778.7338212771424,1762.6099021659852
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,6045.903273688879,6040.2136807494235
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1080.4697290643126,1062.6383747614223
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1701.1489221423835,1684.835288009922
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,71.8660403124477,51.56839073260926
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,149.45093944720657,129.3430048886721
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,847.7150316600364,829.3145322932346
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3175.2620057028016,3162.5529569751097
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,7054.506962440743,7051.283664778235
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,304.6207377167243,284.8922332007969
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,3485.601602241837,3473.6514135993602
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,1002.8848299295537,984.8637606053594
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,925.2999307947948,907.0891464492965
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,770.1301325252775,751.5399181371722
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9382.05393648351,9384.522089460112
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,304.6207377167243,284.8922332007969
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,5502.808979745567,5495.791381656985
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7287.2616598450195,7284.607507246423
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,3252.84690483756,3240.327571131172
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1623.5640230076247,1607.0606738538595
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,537.3754351210009,518.2160756689846
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,382.2056368514832,362.6668473568593
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,3330.4318039723194,3318.1021852872345
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,7364.846558979779,7362.382121402486
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1080.4697290643126,1062.6383747614223
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4726.959988397978,4718.04524009636
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,6356.242870227915,6351.312137373674
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1778.7338212771424,1762.6099021659852
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5890.733475419362,5884.664452437299
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,847.7150316600364,829.3145322932346
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,149.45093944720657,129.3430048886721
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1080.4697290643126,1062.6383747614223
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,1933.9036195466606,1918.15913047811
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,2787.3375100290077,2773.6798861947973
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,3252.84690483756,3240.327571131172
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,149.45093944720657,129.3430048886721
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1701.1489221423835,1684.835288009922
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,2399.413014355213,2384.806815414485
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1778.7338212771424,1762.6099021659852
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,9692.393533022543,9695.620546084361
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,71.8660403124477,51.56839073260926
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3175.2620057028016,3162.5529569751097
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4726.959988397978,4718.04524009636
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5580.393878880326,5573.565995813048
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,9847.563331292062,9851.169774396487
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,149.45093944720657,129.3430048886721
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,770.1301325252775,751.5399181371722
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,5735.563677149844,5729.115224125173
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3175.2620057028016,3162.5529569751097
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,5890.733475419362,5884.664452437299
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1856.3187204119013,1840.3845163220476
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5502.808979745567,5495.791381656985
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,1856.3187204119013,1840.3845163220476
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,5502.808979745567,5495.791381656985
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13416.468691490969,13428.802025575362
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,6123.488172823639,6117.988294905486
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3718.3562996461133,3706.975256067548
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,304.6207377167243,284.8922332007969
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,925.2999307947948,907.0891464492965
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,71.8660403124477,51.56839073260926
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,5580.393878880326,5573.565995813048
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3485.601602241837,3473.6514135993602
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,2011.488518681419,1995.9337446341726
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1701.1489221423835,1684.835288009922
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,5502.808979745567,5495.791381656985
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2011.488518681419,1995.9337446341726
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,13261.29889322145,13273.252797263238
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,227.03583858196544,207.11761904473406
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,149.45093944720657,129.3430048886721
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,382.2056368514832,362.6668473568593
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,227.03583858196544,207.11761904473406
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,3175.2620057028016,3162.5529569751097
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,149.45093944720657,129.3430048886721
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,3408.016703107078,3395.8767994432974
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,7830.355953788333,7829.029806338862
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,227.03583858196544,207.11761904473406
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,13338.88379235621,13351.027411419298
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1623.5640230076247,1607.0606738538595
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1778.7338212771424,1762.6099021659852
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,3408.016703107078,3395.8767994432974
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,5502.808979745567,5495.791381656985
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1856.3187204119013,1840.3845163220476
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,382.2056368514832,362.6668473568593
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1933.9036195466606,1918.15913047811
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3408.016703107078,3395.8767994432974
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,1623.5640230076247,1607.0606738538595
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,304.6207377167243,284.8922332007969
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,13959.56298543428,13973.224324667799
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,2011.488518681419,1995.9337446341726
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,5580.393878880326,5573.565995813048
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,7520.0163572492975,7517.931349714611
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1623.5640230076247,1607.0606738538595
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,847.7150316600364,829.3145322932346
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2476.9979134899722,2462.5814295705472
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,925.2999307947948,907.0891464492965
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1623.5640230076247,1607.0606738538595
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,6356.242870227915,6351.312137373674
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,7209.676760710262,7206.832893090361
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,304.6207377167243,284.8922332007969
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,9459.638835618269,9462.296703616174
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,3252.84690483756,3240.327571131172
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,-471.22825363086395,-492.85390835982844
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,2399.413014355213,2384.806815414485
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,2011.488518681419,1995.9337446341726
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4804.544887532737,4795.819854252423
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,7054.506962440743,7051.283664778235
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1933.9036195466606,1918.15913047811
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,6201.073071958396,6195.762909061548
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1545.9791238728658,1529.286059697797
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,459.79053598624205,440.4414615129217
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,7675.186155518814,7673.480578026736
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,770.1301325252775,751.5399181371722
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,5657.978778015085,5651.340609969111
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,5580.393878880326,5573.565995813048
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5502.808979745567,5495.791381656985
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,6976.922063305984,6973.509050622173
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,9692.393533022543,9695.620546084361
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2166.658316950936,2151.482972946297
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4804.544887532737,4795.819854252423
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,15666.430766398978,15684.265836101176
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,2399.413014355213,2384.806815414485
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,227.03583858196544,207.11761904473406
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,5502.808979745567,5495.791381656985
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1002.8848299295537,984.8637606053594
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,-471.22825363086395,-492.85390835982844
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,-471.22825363086395,-492.85390835982844
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1623.5640230076247,1607.0606738538595
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,5657.978778015085,5651.340609969111
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3175.2620057028016,3162.5529569751097
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,7287.2616598450195,7284.607507246423
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,71.8660403124477,51.56839073260926
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9614.808633887787,9617.8459319283
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,304.6207377167243,284.8922332007969
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2166.658316950936,2151.482972946297
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,1002.8848299295537,984.8637606053594
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,925.2999307947948,907.0891464492965
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,13338.88379235621,13351.027411419298
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,149.45093944720657,129.3430048886721
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,5502.808979745567,5495.791381656985
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,149.45093944720657,129.3430048886721
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,3640.771400511355,3629.200641911485
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,925.2999307947948,907.0891464492965
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,6433.827769362674,6429.086751529736
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,6123.488172823639,6117.988294905486
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,3252.84690483756,3240.327571131172
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3175.2620057028016,3162.5529569751097
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,4726.959988397978,4718.04524009636
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,304.6207377167243,284.8922332007969
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,16752.6193542856,16773.11043428605
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2787.3375100290077,2773.6798861947973
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,5502.808979745567,5495.791381656985
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5657.978778015085,5651.340609969111
