carat,cut,color,clarity,depth,table,x,y,z,cut_num,color_num,clarity_num,price_predicted
0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,5,6,4,535.9791057743373
1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,2,7,2,11668.653207120782
1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,5,3,3,7162.784485407245
1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,2,7,4,6002.478572415091
1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,4,2,4,10140.76232288135
0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,3,5,4,526.356194640091
2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,5,1,5,18229.484833653143
1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4,5,3,5263.191590444777
0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,4,3,7,850.6288094033603
2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,5,1,5,14887.492085636757
0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2,5,3,2310.5075012907128
1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,1,2,1,3036.8786439072874
1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,3,3,4,9931.217932386911
0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,4,6,7,2136.6876072085633
1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,4,6,3,10026.917801089145
0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,3,7,6,1365.5896538837023
1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,4,7,3,6016.990010053394
0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,3,7,3,976.3177789252181
1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,4,3,1,3726.477407289504
1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,5,2,2,9080.1055258341
1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,3,4,5,5862.294101757052
2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,4,1,2,17829.402025000636
0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3,7,3,3111.2786898859695
0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5,4,4,5047.054279961487
0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,5,6,2,-426.625261713265
1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,4,1,2,5657.895112005315
2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,4,2,2,15615.628125524
0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,5,4,8,1721.1418188483958
1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,5,2,3,9142.3985105282
0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,2,7,5,1828.9212474470219
1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,3,5,2,11042.337853942601
2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,2,1,2,12588.754069335853
0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,5,7,4,818.0909704016258
0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,3,6,4,2018.0216721532938
0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,4,6,7,2106.7973036149415
1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,5,4,6,7924.004481279371
1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,3,1,3,8428.914673586678
0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,5,5,5,607.2008281963522
0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3,6,5,3705.554405015281
0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,4,3,2,-896.3921016302393
0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,5,6,4,2093.7729049862232
2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,4,3,3,15567.260066245317
1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,5,3,5,9002.748883132568
0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,3,5,7,1432.2560972837762
1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,4,7,2,5738.795790304709
0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,5,6,7,2137.485022776658
0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,4,4,4,-185.74091239908148
0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,4,7,4,-0.0973416443498536
0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,5,3,4,2596.984755288833
0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,5,6,5,2632.398154806542
0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,5,2,7,3839.2912060754697
1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,5,4,7,8458.44133472747
1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,4,6,3,5628.335942762036
0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,5,4,6,1544.704413685171
1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,2,5,2,9239.055525560769
1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3,2,2,3978.316276427461
0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,5,2,3,-835.4149466514082
0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,4,5,4,539.2484511881994
0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2,3,5,2160.3173460422845
2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,3,2,3,13571.00981058451
1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,5,4,4,8149.142638371683
1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,3,4,6,6265.922804428536
2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,4,3,3,13909.265318725094
0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,3,1,3,-476.65503159180753
0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,3,6,4,1716.9607350156693
1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,3,4,4,5337.268491275424
0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,4,6,7,1836.5838850648663
0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,5,4,7,1803.2362082645614
0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,4,3,5,-151.5565694569359
0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,4,4,6,4300.413093134732
1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,4,3,3,9147.897622369404
0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,3,6,2,216.1307812206337
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,5,5,2,1183.8317165449625
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,2,2,2,3587.5369025826194
0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1,4,2,1299.1896930819198
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,5,3,2,1734.3369049902394
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,5,3,8,3333.4256425309204
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,2,5,3,4968.902562190962
0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,4,3,5,-14.668676579509793
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,4,6,2,4354.3363845597305
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,5,5,5,7509.473381354951
0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2,6,5,2883.473397159982
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5,7,3,6092.603373141373
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,3,2,6,1536.4671528891085
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,5,3,8,1489.9223970221597
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,4,4,3,16.5054625158441
0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,5,4,8,2054.305481449207
0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,4,3,8,1504.9649815444482
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,4,4,6,2303.7321222531505
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,5,4,8,8101.852046418259
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,4,4,7,2113.8494456804847
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,5,6,5,2548.474785721886
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,4,3,6,309.5448241928975
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,5,6,5,1065.7478889774984
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,5,2,5,401.95192390962575
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,4,7,3,3275.47652931012
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,5,1,2,5280.535550620794
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,4,3,5,112.20165968925676
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2,3,4,2770.0718042775434
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,5,5,7,2508.316839705638
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,5,4,5,1086.8507127778862
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,5,5,5,1247.1030684557238
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,3,3,3,9027.765764937707
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,5,6,4,705.4851250340025
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,5,4,2,4439.552365833881
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,4,4,4,7405.036636111523
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,5,4,6,3973.6955985263444
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,4,4,3,542.245931061264
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,5,6,6,1902.850257575111
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,5,5,7,1931.1658231222923
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,5,6,2,2727.8890031981846
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,5,3,2,6354.418420120015
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,4,5,7,2488.7918536212455
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4,2,4,3818.0541678374684
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,4,7,1,5806.02833913475
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,3,6,4,1831.5623053289019
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,3,6,3,5861.2455428736885
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,5,7,6,2488.761374610669
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,5,5,4,164.58718607086712
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,5,5,8,3022.2060225002883
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,5,6,5,2686.35893710713
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,4,7,6,4314.083836156469
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2,2,6,2823.5672681227975
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,2,5,4,-254.814876951903
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,3,6,4,1718.5851097106502
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,5,3,2,786.8516041868925
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,5,4,3,866.5418894667837
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,5,1,4,9504.72337869386
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,5,6,6,1507.4761353451393
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3,6,4,3286.7205858461903
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,5,6,4,5257.857780774965
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,3,7,3,5701.087879158595
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,5,5,3,10453.797814364669
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,5,5,3,-287.112282992191
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,5,4,3,8.074393212566974
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,4,7,2,5600.0474457868595
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,5,6,4,3494.476802750521
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,4,2,1,3683.877287649876
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,5,5,4,1880.0019255037887
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,4,5,4,5719.275934715382
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,4,3,3,607.2218859684936
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,2,3,2,3675.806166395982
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,5,3,2,13721.551044283806
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,3,4,2,4881.955289143141
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,5,5,3,3335.363881442172
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,4,3,4,-471.79990991391014
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,5,5,4,1029.2611761932321
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,5,5,4,202.4970035752267
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,2,6,2,4855.76066852971
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,4,6,4,3664.5102542997874
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,3,6,3,1474.9731157612703
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,5,6,5,2475.1541679072852
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,3,4,6,6194.489402450699
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,3,6,6,3186.521632943117
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,5,3,4,14595.2998539214
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,5,6,4,614.0911386708035
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,4,7,3,193.9914520724933
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,4,5,4,278.8431959232935
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,5,4,5,449.7456154813999
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,3,2,2,1071.3388945576962
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,4,6,5,904.3568075614166
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,4,5,2,2290.794804804241
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,4,5,5,8860.388482083927
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,5,4,8,1879.3135516439636
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,5,3,4,14653.38935102397
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,5,3,3,461.28585688688645
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,3,4,3,589.1858189932827
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,5,4,3,2647.3842171509896
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,4,3,4,5019.313632714222
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,5,4,5,1945.3693922901623
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,5,6,3,160.66234569040444
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,5,3,3,824.7711571789159
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,4,7,4,3959.3934496798734
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,5,1,4,330.03660373695584
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,3,4,3,-849.4105890403857
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,2,2,3,14272.135425499431
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,5,6,5,2793.173414261009
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,5,6,4,6209.689731261161
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,5,4,7,9236.164864837632
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,3,6,3,1040.0918072565642
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,4,5,4,672.658849166754
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,5,6,4,2809.1926949075505
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,5,5,6,1870.9744693254038
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,5,4,4,1305.9741227897953
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,4,6,4,6970.520751568403
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,5,5,4,7809.723914557343
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,5,5,5,889.1970808805218
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,2,3,3,8965.807435366449
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,4,5,3,2684.6516495761325
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,5,5,6,787.7928534140256
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,4,6,2,1508.0860599204007
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,2,2,6,1539.74883496924
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,5,5,3,4577.679586763206
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,3,6,3,7295.616498547855
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,5,3,2,279.7438096598571
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,2,5,3,5665.403441544275
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,4,3,2,-261.76940784336284
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,5,4,7,1689.694893720527
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,4,4,6,8859.695856554814
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,5,2,8,1811.7667847600055
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,2,3,2,3958.341004872989
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,2,6,2,4782.754874185414
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,2,6,3,5202.694288553454
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,4,3,5,7159.085400236019
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,4,3,4,9888.472356433049
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,5,4,6,2855.694706109015
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,5,4,3,4174.418620094703
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,4,2,2,16162.561836165623
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,3,4,3,1212.3784750600535
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,3,3,7,931.0032554143459
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,4,6,4,5938.108886808057
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,5,6,4,1300.5597984126944
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,5,4,8,1359.0225328364818
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,2,7,6,824.7552265478334
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,5,4,3,794.0273304001312
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,2,3,2,4205.561849888305
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,4,7,5,4201.634555807553
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,3,4,2,6364.155085157074
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,3,4,3,-922.104976996452
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,3,3,3,9308.950279847897
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,5,4,4,38.46139448760323
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,5,7,5,3324.832356822335
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,5,7,3,1082.311744840662
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,5,4,3,65.35113386088415
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,3,2,4,14049.11044405119
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,5,4,6,941.2910345050782
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,1,2,3,3408.7602158040277
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,5,6,3,126.85187924503407
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2,1,5,2500.6648209295845
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,2,6,2,-151.85714467495745
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,4,4,3,5971.099110259147
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,3,5,2,5201.513693797998
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,5,2,6,3367.2308537313647
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,5,6,3,3024.584967725249
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,4,1,6,4375.710145506397
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,2,5,4,-71.4883563453127
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,5,5,2,18614.31196722
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,5,4,5,2958.4366438300854
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,3,7,2,5195.452859697482
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,3,6,3,5386.21663881918
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,5,5,2,4956.657442541159
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2,4,3,2794.6950985731846
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,5,6,4,1316.551437751833
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,4,5,2,-142.46522292536974
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,5,6,5,4584.445399999291
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,3,7,5,1008.8244176976336
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,4,6,4,3746.059839434208
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,5,5,4,202.6720073166075
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,4,2,2,8009.8037031496015
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,4,2,5,6309.12347532803
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,5,4,5,275.26471289679193
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,3,3,8,741.0770400178058
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,3,3,3,1909.6357179678434
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,4,4,2,4532.576440866228
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,2,6,8,1899.7426969885978
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,4,4,6,8484.67835365223
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3,6,3,3122.68189683282
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,5,4,4,6462.555090829995
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,3,1,4,445.992816225204
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4,4,5,4993.8469192464
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,3,3,2,4039.698088660846
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,3,3,2,15184.399372475873
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,5,6,3,297.3626457109899
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,4,7,3,90.6000033189166
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,1,3,2,3300.4121639253844
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,1,4,2,3716.116744868742
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,5,7,7,4908.389339023721
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,3,6,2,5331.626730122138
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,4,3,4,9873.549717598164
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,5,6,4,1330.0094737258141
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,3,4,3,1352.2075932738367
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,3,2,3,-739.5130630625622
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,2,2,2,3635.7092990672277
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,5,6,5,1226.6718298129085
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,4,6,4,381.56305951929653
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,5,3,7,1048.7567151680364
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,5,4,4,3291.154990620309
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,4,5,2,4584.6898614561305
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,3,3,3,3643.5575036867126
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,5,3,8,2186.1544163514536
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,3,7,4,2744.581044551514
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,5,6,2,3592.59349071215
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,4,6,5,6491.527923992448
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,3,4,7,948.6172135023639
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,4,6,3,3101.174190353378
